locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBNEHJNM_03135	CDS	918	opuBC		COG1732	Choline-binding protein
MBNEHJNM_03136	CDS	654	opuCB_1		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
MBNEHJNM_03137	CDS	1146	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
MBNEHJNM_03138	CDS	534	opcR_2		COG1510	HTH-type transcriptional repressor OpcR
MBNEHJNM_03139	CDS	675	opuCD_2		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
MBNEHJNM_03140	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
MBNEHJNM_03141	CDS	654	opuCB_2		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
MBNEHJNM_03142	CDS	1140	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
MBNEHJNM_03143	CDS	558	opcR_3		COG1510	HTH-type transcriptional repressor OpcR
MBNEHJNM_03144	CDS	633				hypothetical protein
MBNEHJNM_03145	CDS	711				hypothetical protein
MBNEHJNM_03146	CDS	1791				hypothetical protein
MBNEHJNM_03147	CDS	462	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
MBNEHJNM_03148	CDS	1236	bacE_1			Putative bacilysin exporter BacE
MBNEHJNM_03149	CDS	921				hypothetical protein
MBNEHJNM_03150	CDS	678	bshB1_2	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MBNEHJNM_03151	CDS	735				putative protein
MBNEHJNM_03152	CDS	894				hypothetical protein
MBNEHJNM_03153	CDS	1257	rfbE	2.6.1.102	COG0399	GDP-perosamine synthase
MBNEHJNM_03154	CDS	930	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MBNEHJNM_03155	CDS	1131	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MBNEHJNM_03156	CDS	1335	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
MBNEHJNM_03157	CDS	1281	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
MBNEHJNM_03158	CDS	1293	eno	4.2.1.11	COG0148	Enolase
MBNEHJNM_03159	CDS	1536	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MBNEHJNM_03160	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MBNEHJNM_03161	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MBNEHJNM_03162	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
MBNEHJNM_03163	CDS	1035	cggR		COG2390	Central glycolytic genes regulator
MBNEHJNM_03164	CDS	141				hypothetical protein
MBNEHJNM_03165	CDS	1395	araE		COG0477	Arabinose-proton symporter
MBNEHJNM_03166	CDS	1089	araR		COG1609	Arabinose metabolism transcriptional repressor
MBNEHJNM_03167	CDS	1008	luxA_3	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
MBNEHJNM_03168	CDS	408				hypothetical protein
MBNEHJNM_03169	CDS	879	cysB_2			HTH-type transcriptional regulator CysB
MBNEHJNM_03170	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
MBNEHJNM_03171	CDS	600	yvbW_1		COG1113	putative amino acid permease YvbW
MBNEHJNM_03172	CDS	792	yvbW_2		COG1113	putative amino acid permease YvbW
MBNEHJNM_03173	CDS	1308				hypothetical protein
MBNEHJNM_03174	CDS	975	ccpA_3		COG1609	Catabolite control protein A
MBNEHJNM_03175	CDS	669				hypothetical protein
MBNEHJNM_03176	CDS	888	ywtE_1	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
MBNEHJNM_03177	CDS	858	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
MBNEHJNM_03178	CDS	1545	xylB_2	2.7.1.17	COG1070	Xylulose kinase
MBNEHJNM_03179	CDS	1329	idnT		COG2610	Gnt-II system L-idonate transporter
MBNEHJNM_03180	CDS	720	lutC		COG1556	Lactate utilization protein C
MBNEHJNM_03181	CDS	1431	lutB		COG1139	Lactate utilization protein B
MBNEHJNM_03182	CDS	717	lutA_2		COG0247	Lactate utilization protein A
MBNEHJNM_03183	CDS	1191	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
MBNEHJNM_03184	CDS	729	lutR		COG2186	HTH-type transcriptional regulator LutR
MBNEHJNM_03185	CDS	1677	lutP		COG1620	L-lactate permease
MBNEHJNM_03186	CDS	1311	rpoN		COG1508	RNA polymerase sigma-54 factor
MBNEHJNM_03187	CDS	219	yvfG			putative protein YvfG
MBNEHJNM_03188	CDS	966	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
MBNEHJNM_03189	CDS	1173	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
MBNEHJNM_03190	CDS	648	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
MBNEHJNM_03191	CDS	609	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
MBNEHJNM_03192	CDS	1518	epsK			putative membrane protein EpsK
MBNEHJNM_03193	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
MBNEHJNM_03194	CDS	1077	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
MBNEHJNM_03195	CDS	1038	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
MBNEHJNM_03196	CDS	1104	epsG			Transmembrane protein EpsG
MBNEHJNM_03197	CDS	1137	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
MBNEHJNM_03198	CDS	843	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
MBNEHJNM_03199	CDS	1140	epsD	2.4.-.-		Putative glycosyltransferase EpsD
MBNEHJNM_03200	CDS	1818	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
MBNEHJNM_03201	CDS	681	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
MBNEHJNM_03202	CDS	708	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
MBNEHJNM_03203	CDS	456	sinR_2		COG1396	HTH-type transcriptional regulator SinR
MBNEHJNM_03204	CDS	1449	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
MBNEHJNM_03205	CDS	531	yyaP		COG0262	putative protein YyaP
MBNEHJNM_03206	CDS	630				hypothetical protein
MBNEHJNM_03207	CDS	519	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MBNEHJNM_03208	CDS	489	padC	4.1.1.-	COG3479	Phenolic acid decarboxylase PadC
MBNEHJNM_03209	CDS	285				hypothetical protein
MBNEHJNM_03210	CDS	258				hypothetical protein
MBNEHJNM_03211	CDS	408				hypothetical protein
MBNEHJNM_03212	CDS	258				hypothetical protein
MBNEHJNM_03213	CDS	1428				hypothetical protein
MBNEHJNM_03214	CDS	312				hypothetical protein
MBNEHJNM_03215	tRNA	79				tRNA-Arg(ccg)
MBNEHJNM_03216	CDS	1470	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
MBNEHJNM_03217	CDS	1233	rafB			Raffinose permease
MBNEHJNM_03218	CDS	975	degA		COG1609	HTH-type transcriptional regulator DegA
MBNEHJNM_03219	CDS	597	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MBNEHJNM_03220	CDS	861	yofA_2		COG0583	HTH-type transcriptional regulator YofA
MBNEHJNM_03221	CDS	1131	mii	5.3.3.6		3-methylitaconate isomerase
MBNEHJNM_03222	CDS	1377	ydjE_1			Inner membrane metabolite transport protein YdjE
MBNEHJNM_03223	CDS	576	yvdD		COG1611	LOG family protein YvdD
MBNEHJNM_03224	CDS	321				hypothetical protein
MBNEHJNM_03225	CDS	1590	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
MBNEHJNM_03226	CDS	582	mtcA1_2	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
MBNEHJNM_03227	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MBNEHJNM_03228	CDS	450		3.1.27.-		Ribonuclease
MBNEHJNM_03229	CDS	747	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
MBNEHJNM_03230	CDS	258	crh		COG1925	HPr-like protein Crh
MBNEHJNM_03231	CDS	951	whiA		COG1481	Sporulation transcription regulator WhiA
MBNEHJNM_03232	CDS	954			COG0391	Gluconeogenesis factor
MBNEHJNM_03233	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
MBNEHJNM_03234	CDS	495	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
MBNEHJNM_03235	CDS	954	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MBNEHJNM_03236	CDS	1413	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
MBNEHJNM_03237	CDS	1455				hypothetical protein
MBNEHJNM_03238	CDS	1062	phoR_3	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
MBNEHJNM_03239	CDS	678	hssR			Heme response regulator HssR
MBNEHJNM_03240	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
MBNEHJNM_03241	CDS	621	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
MBNEHJNM_03242	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MBNEHJNM_03243	CDS	738	priA_3	5.3.1.16	COG0106	Phosphoribosyl isomerase A
MBNEHJNM_03244	CDS	639	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
MBNEHJNM_03245	CDS	585	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
MBNEHJNM_03246	CDS	1314	hisD	1.1.1.23		Histidinol dehydrogenase
MBNEHJNM_03247	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MBNEHJNM_03248	CDS	1173	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
MBNEHJNM_03249	CDS	726				hypothetical protein
MBNEHJNM_03250	CDS	516	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MBNEHJNM_03251	CDS	651	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
MBNEHJNM_03252	CDS	816	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
MBNEHJNM_03253	CDS	933	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
MBNEHJNM_03254	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
MBNEHJNM_03255	CDS	726	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
MBNEHJNM_03256	CDS	732	yvoA_2		COG2188	HTH-type transcriptional repressor YvoA
MBNEHJNM_03257	CDS	576	yxaF_2			putative HTH-type transcriptional regulator YxaF
MBNEHJNM_03258	CDS	3870	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MBNEHJNM_03259	CDS	360				hypothetical protein
MBNEHJNM_03260	CDS	195				hypothetical protein
MBNEHJNM_03261	CDS	1098				hypothetical protein
MBNEHJNM_03262	CDS	327				hypothetical protein
MBNEHJNM_03263	CDS	261				hypothetical protein
MBNEHJNM_03264	CDS	2874	uvrA			UvrABC system protein A
MBNEHJNM_03265	CDS	1986	uvrB		COG0556	UvrABC system protein B
MBNEHJNM_03266	CDS	237	csbA		COG4897	Protein CsbA
MBNEHJNM_03267	CDS	2502	cmdD			Chondramide synthase cmdD
MBNEHJNM_03268	CDS	627	tetC_1			Transposon Tn10 TetC protein
MBNEHJNM_03269	CDS	1338	ribZ_1			Riboflavin transporter RibZ
MBNEHJNM_03270	CDS	1191	minJ		COG0265	Cell division topological determinant MinJ
MBNEHJNM_03271	CDS	336				hypothetical protein
MBNEHJNM_03272	CDS	1401	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
MBNEHJNM_03273	CDS	1407				hypothetical protein
MBNEHJNM_03274	CDS	891	ftsX		COG2177	Cell division protein FtsX
MBNEHJNM_03275	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
MBNEHJNM_03276	CDS	342	cccB		COG2010	Cytochrome c-551
MBNEHJNM_03277	CDS	849				hypothetical protein
MBNEHJNM_03278	CDS	984	prfB			Peptide chain release factor 2
MBNEHJNM_03279	CDS	2526	secA		COG0653	Protein translocase subunit SecA
MBNEHJNM_03280	CDS	567	yvyD		COG1544	Ribosome hibernation promotion factor
MBNEHJNM_03281	CDS	378				hypothetical protein
MBNEHJNM_03282	CDS	345	fliT			Flagellar protein FliT
MBNEHJNM_03283	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
MBNEHJNM_03284	CDS	1548	fliD		COG1345	Flagellar hook-associated protein 2
MBNEHJNM_03285	CDS	831	hag		COG1344	Flagellin
MBNEHJNM_03286	CDS	225	csrA		COG1551	Translational regulator CsrA
MBNEHJNM_03287	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
MBNEHJNM_03288	CDS	570	yviE			putative protein YviE
MBNEHJNM_03289	CDS	918	flaB3			Flagellar filament 30.7 kDa core protein
MBNEHJNM_03290	CDS	1518	flgK		COG1256	Flagellar hook-associated protein 1
MBNEHJNM_03291	CDS	483	yvyG			putative protein YvyG
MBNEHJNM_03292	CDS	267				hypothetical protein
MBNEHJNM_03293	CDS	420				hypothetical protein
MBNEHJNM_03294	CDS	477				hypothetical protein
MBNEHJNM_03295	CDS	285	comFB			ComF operon protein 2
MBNEHJNM_03296	CDS	1386	comFA	3.6.4.12	COG4098	ComF operon protein 1
MBNEHJNM_03297	CDS	849	degV		COG1307	Protein DegV
MBNEHJNM_03298	CDS	690	degU_3		COG2197	Transcriptional regulatory protein DegU
MBNEHJNM_03299	CDS	1164	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
MBNEHJNM_03300	CDS	648	yigZ		COG1739	IMPACT family member YigZ
MBNEHJNM_03301	CDS	1221	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
MBNEHJNM_03302	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
MBNEHJNM_03303	CDS	1197	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
MBNEHJNM_03304	CDS	759	tuaG_1	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
MBNEHJNM_03305	CDS	681	tuaF			Teichuronic acid biosynthesis protein TuaF
MBNEHJNM_03306	CDS	1419	tuaE			Teichuronic acid biosynthesis protein TuaE
MBNEHJNM_03307	CDS	1341	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
MBNEHJNM_03308	CDS	1197	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
MBNEHJNM_03309	CDS	1449	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
MBNEHJNM_03310	CDS	660	tuaA	2.7.8.40	COG2148	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase
MBNEHJNM_03311	CDS	1491	lytC_3	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
MBNEHJNM_03312	CDS	2121	lytB		COG2247	Amidase enhancer
MBNEHJNM_03313	CDS	318	lytA			Membrane-bound protein LytA
MBNEHJNM_03314	CDS	918	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MBNEHJNM_03315	CDS	1140	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
MBNEHJNM_03316	CDS	885	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MBNEHJNM_03317	CDS	1545	tagH	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
MBNEHJNM_03318	CDS	828	tagG		COG1682	Teichoic acid translocation permease protein TagG
MBNEHJNM_03319	CDS	2175	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
MBNEHJNM_03320	CDS	1539	tuaG_2	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
MBNEHJNM_03321	CDS	390	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
MBNEHJNM_03322	CDS	771	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
MBNEHJNM_03323	CDS	1167	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
MBNEHJNM_03324	CDS	2646	lytD	3.2.1.96	COG4193	Beta-N-acetylglucosaminidase
MBNEHJNM_03325	CDS	951	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
MBNEHJNM_03326	CDS	1452	gerBA_2			Spore germination protein B1
MBNEHJNM_03327	CDS	1107	gerBB			Spore germination protein B2
MBNEHJNM_03328	CDS	1131	gerBC_2			Spore germination protein B3
MBNEHJNM_03329	CDS	1380	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
MBNEHJNM_03330	CDS	1377	csbC_1			putative metabolite transport protein CsbC
MBNEHJNM_03331	CDS	987	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
MBNEHJNM_03332	CDS	858	ywtE_2	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
MBNEHJNM_03333	CDS	732	yttA			putative membrane protein YttA
MBNEHJNM_03334	CDS	1236	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
MBNEHJNM_03335	CDS	162				hypothetical protein
MBNEHJNM_03336	CDS	1149	capA			Capsule biosynthesis protein CapA
MBNEHJNM_03337	CDS	450	capC			Capsule biosynthesis protein CapC
MBNEHJNM_03338	CDS	1182	capB			Capsule biosynthesis protein CapB
MBNEHJNM_03339	CDS	720	gerBA_3			Spore germination protein B1
MBNEHJNM_03340	CDS	1092	yndE_2			Spore germination protein YndE
MBNEHJNM_03341	CDS	1134				hypothetical protein
MBNEHJNM_03342	CDS	990	ccpA_4		COG1609	Catabolite control protein A
MBNEHJNM_03343	CDS	882	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
MBNEHJNM_03344	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
MBNEHJNM_03345	CDS	1494	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
MBNEHJNM_03346	CDS	972	rbsC		COG1172	Ribose import permease protein RbsC
MBNEHJNM_03347	CDS	918	rbsB		COG1879	Ribose import binding protein RbsB
MBNEHJNM_03348	CDS	534	ywsB_2			Cell wall-binding protein YwsB
MBNEHJNM_03349	CDS	525	ywrO_2	1.6.99.-	COG2249	General stress protein 14
MBNEHJNM_03350	CDS	768	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
MBNEHJNM_03351	CDS	1716	alsS	2.2.1.6	COG0028	Acetolactate synthase
MBNEHJNM_03352	CDS	909	hcaR			Hca operon transcriptional activator HcaR
MBNEHJNM_03353	CDS	1332	arsB_1		COG1055	Arsenical pump membrane protein
MBNEHJNM_03354	CDS	675				hypothetical protein
MBNEHJNM_03355	CDS	891				hypothetical protein
MBNEHJNM_03356	CDS	1095	cotH		COG5337	Inner spore coat protein H
MBNEHJNM_03357	CDS	531	cotG			Spore coat protein G
MBNEHJNM_03358	CDS	621				hypothetical protein
MBNEHJNM_03359	CDS	1578	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
MBNEHJNM_03360	CDS	477	lrp_1		COG1522	Leucine-responsive regulatory protein
MBNEHJNM_03361	CDS	591	chrA_1			Chromate transport protein
MBNEHJNM_03362	CDS	537	chrA_2			Chromate transport protein
MBNEHJNM_03363	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
MBNEHJNM_03364	CDS	501				hypothetical protein
MBNEHJNM_03365	CDS	291	yxxD			Antitoxin YxxD
MBNEHJNM_03366	CDS	543				hypothetical protein
MBNEHJNM_03367	CDS	570				hypothetical protein
MBNEHJNM_03368	CDS	513				hypothetical protein
MBNEHJNM_03369	CDS	306				hypothetical protein
MBNEHJNM_03370	CDS	1749	ywqJ	3.1.-.-	COG5444	Putative ribonuclease YwqJ
MBNEHJNM_03371	CDS	261				hypothetical protein
MBNEHJNM_03372	CDS	435				hypothetical protein
MBNEHJNM_03373	CDS	114				hypothetical protein
MBNEHJNM_03374	CDS	789	ywqG		COG3878	putative protein YwqG
MBNEHJNM_03375	CDS	1326	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
MBNEHJNM_03376	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
MBNEHJNM_03377	CDS	690	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
MBNEHJNM_03378	CDS	747	ywqC_2		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
MBNEHJNM_03379	CDS	147				hypothetical protein
MBNEHJNM_03380	CDS	1611				hypothetical protein
MBNEHJNM_03381	CDS	2775	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
MBNEHJNM_03382	CDS	858	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
MBNEHJNM_03383	CDS	783	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
MBNEHJNM_03384	CDS	342	ssbB		COG0629	Single-stranded DNA-binding protein B
MBNEHJNM_03385	CDS	354	ywpG			putative protein YwpG
MBNEHJNM_03386	CDS	411				hypothetical protein
MBNEHJNM_03387	CDS	396	mscL		COG1970	Large-conductance mechanosensitive channel
MBNEHJNM_03388	CDS	426	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MBNEHJNM_03389	CDS	1065	rapF_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
MBNEHJNM_03390	CDS	825	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
MBNEHJNM_03391	CDS	798	flgF		COG4787	Flagellar basal-body rod protein FlgF
MBNEHJNM_03392	CDS	1002	mbl		COG1077	MreB-like protein
MBNEHJNM_03393	CDS	282	spoIIID			Stage III sporulation protein D
MBNEHJNM_03394	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
MBNEHJNM_03395	CDS	1197	yhhS			putative MFS-type transporter YhhS
MBNEHJNM_03396	CDS	1455	pucI_1		COG1953	putative allantoin permease
MBNEHJNM_03397	CDS	1365	ribZ_2			Riboflavin transporter RibZ
MBNEHJNM_03398	CDS	567	yecD_2	3.-.-.-	COG1335	Isochorismatase family protein YecD
MBNEHJNM_03399	CDS	1212	nrgA			Ammonium transporter
MBNEHJNM_03400	CDS	351	nrgB		COG0347	Nitrogen regulatory PII-like protein
MBNEHJNM_03401	CDS	1155	ftsW_3	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MBNEHJNM_03402	CDS	576	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
MBNEHJNM_03403	CDS	423	ywnJ			putative membrane protein YwnJ
MBNEHJNM_03404	CDS	870	spoIIQ		COG0739	Stage II sporulation protein Q
MBNEHJNM_03405	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
MBNEHJNM_03406	CDS	450				hypothetical protein
MBNEHJNM_03407	CDS	438				hypothetical protein
MBNEHJNM_03408	CDS	1449	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
MBNEHJNM_03409	CDS	387				hypothetical protein
MBNEHJNM_03410	CDS	642	xynA	3.2.1.8		Endo-1,4-beta-xylanase A
MBNEHJNM_03411	CDS	405	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
MBNEHJNM_03412	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
MBNEHJNM_03413	CDS	375	ureB	3.5.1.5	COG0832	Urease subunit beta
MBNEHJNM_03414	CDS	318	ureA	3.5.1.5	COG0831	Urease subunit gamma
MBNEHJNM_03415	CDS	189	csbD		COG3237	Stress response protein CsbD
MBNEHJNM_03416	CDS	480				hypothetical protein
MBNEHJNM_03417	CDS	1131	rapA_5	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
MBNEHJNM_03418	CDS	1026	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
MBNEHJNM_03419	CDS	789	fdhD		COG1526	Sulfur carrier protein FdhD
MBNEHJNM_03420	CDS	165				hypothetical protein
MBNEHJNM_03421	CDS	681				hypothetical protein
MBNEHJNM_03422	CDS	687				hypothetical protein
MBNEHJNM_03423	CDS	1032			COG2385	putative protein
MBNEHJNM_03424	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
MBNEHJNM_03425	CDS	741	ywmB			putative protein YwmB
MBNEHJNM_03426	CDS	231				hypothetical protein
MBNEHJNM_03427	CDS	471				hypothetical protein
MBNEHJNM_03428	CDS	399	atpC		COG0355	ATP synthase epsilon chain
MBNEHJNM_03429	CDS	1422	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
MBNEHJNM_03430	CDS	864	atpG		COG0224	ATP synthase gamma chain
MBNEHJNM_03431	CDS	1509	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
MBNEHJNM_03432	CDS	546	atpH		COG0712	ATP synthase subunit delta
MBNEHJNM_03433	CDS	513	atpF		COG0711	ATP synthase subunit b
MBNEHJNM_03434	CDS	213	atpE		COG0636	ATP synthase subunit c
MBNEHJNM_03435	CDS	735	atpB		COG0356	ATP synthase subunit a
MBNEHJNM_03436	CDS	384				hypothetical protein
MBNEHJNM_03437	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
MBNEHJNM_03438	CDS	1248	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MBNEHJNM_03439	CDS	543				hypothetical protein
MBNEHJNM_03440	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
MBNEHJNM_03441	CDS	456	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
MBNEHJNM_03442	CDS	558	mntP_3		COG1971	putative manganese efflux pump MntP
MBNEHJNM_03443	CDS	1041	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MBNEHJNM_03444	CDS	444				hypothetical protein
MBNEHJNM_03445	CDS	681				hypothetical protein
MBNEHJNM_03446	CDS	375				hypothetical protein
MBNEHJNM_03447	CDS	279				hypothetical protein
MBNEHJNM_03448	CDS	861	prmC	2.1.1.297		Release factor glutamine methyltransferase
MBNEHJNM_03449	CDS	1071	prfA		COG0216	Peptide chain release factor 1
MBNEHJNM_03450	CDS	384	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
MBNEHJNM_03451	CDS	564	racA			Chromosome-anchoring protein RacA
MBNEHJNM_03452	CDS	957				hypothetical protein
MBNEHJNM_03453	CDS	1698	maeA_2	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
MBNEHJNM_03454	CDS	585	tdk	2.7.1.21	COG1435	Thymidine kinase
MBNEHJNM_03455	CDS	201	rpmE		COG0254	50S ribosomal protein L31
